ant_device_number,ant_network,ant_transmission_type,battery_status,battery_voltage,cum_operating_time,data,device_index,device_type,event,event_group,event_type,garmin_product,hardware_version,manufacturer,number,sensor_position,serial_number,software_version,source_type,time_created,timestamp,type,unknown_0,unknown_1,unknown_10,unknown_11,unknown_12,unknown_13,unknown_14,unknown_15,unknown_16,unknown_17,unknown_19,unknown_2,unknown_20,unknown_23,unknown_24,unknown_251,unknown_252,unknown_253,unknown_29,unknown_3,unknown_30,unknown_31,unknown_32,unknown_4,unknown_5,unknown_6,unknown_7,unknown_8,unknown_9
,,,,,,,,,,,,4063,,garmin,,,3488215908,,,2024-11-23 03:14:05,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,4063,,garmin,,,3488215908,3.25,,,2024-11-23 03:14:05,,,,,,,,,,,,,,,,,,,,"(None, None, None, None, None, None)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,2,60,,,,,,,,,,1101294845,,,,,,1101266045,,1,,,,6.16.1.4-ETE-garmin-db5eee27,,,,,
,,,,,,1101268740,,,74,,start,,,,,,,,,,2024-11-22 19:59:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1101291720,,,74,,stop,,,,,,,,,,2024-11-23 02:22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,100,100,82,0,11,2,96,1536,46,,,100,,,,,1,,,87,,,,70,100,77,86,79,79
,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1101240540,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1101244200,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1101244500,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1101245400,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1101247140,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1101247500,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1101248700,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1101250620,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1101253800,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1101254520,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1101256200,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1101257580,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1101260100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1101262440,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1101262920,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,14340,34,,,,,,,,,,"(7, 14, 12, 35, 9, 5, 19, 7, 17, 6, 21, 12, 27, 14, 19, 30, 11, 20, 7, 1, 34, 5, 1, 2, 1, 10, 3, 5, 6, 1, 4, 8, 8, 1, 251, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None)",,,,,,,,,,,,,,,,,
