ant_device_number,ant_network,ant_transmission_type,battery_status,battery_voltage,cum_operating_time,data,device_index,device_type,event,event_group,event_type,garmin_product,hardware_version,manufacturer,number,sensor_position,serial_number,software_version,source_type,time_created,timestamp,type,unknown_0,unknown_1,unknown_10,unknown_11,unknown_12,unknown_13,unknown_14,unknown_15,unknown_16,unknown_17,unknown_19,unknown_2,unknown_20,unknown_23,unknown_24,unknown_251,unknown_252,unknown_253,unknown_29,unknown_3,unknown_30,unknown_31,unknown_32,unknown_4,unknown_5,unknown_6,unknown_7,unknown_8,unknown_9
,,,,,,,,,,,,4063,,garmin,,,3488215908,,,2024-11-20 01:51:03,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,4063,,garmin,,,3488215908,3.25,,,2024-11-20 01:51:03,,,,,,,,,,,,,,,,,,,,"(None, None, None, None, None, None)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,2,60,,,,,,,,,,1101030663,,,,,,1101001863,,1,,,,6.16.1.4-ETE-garmin-db5eee27,,,,,
,,,,,,1101006120,,,74,,start,,,,,,,,,,2024-11-19 19:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1101030360,,,74,,stop,,,,,,,,,,2024-11-20 01:46:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,51,29,59,2,31,0,54,1384,135,,,74,,,,,1,,,100,,,,59,86,62,72,85,52
,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1100977740,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1100978100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1100978520,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1100981520,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1100983860,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1100985480,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1100987280,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1100989200,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1100989260,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1100992380,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1100993220,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1100993700,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1100997060,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1100997420,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1100998380,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1101001560,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,10920,45,,,,,,,,,,"(1, 1, 10, 21, 1, 6, 27, 12, 3, 13, 4, 1, 36, 20, 3, 15, 12, 9, 2, 5, 16, 4, 10, 2, 8, 1, 3, 2, 2, 18, 2, 2, 1, 59, 4, 2, 1, 15, 14, 3, 9, 9, 6, 3, 5, 251, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None)",,,,,,,,,,,,,,,,,
