active_calories,active_time,activity_type,current_activity_type_intensity,cycles,cycles_to_calories,cycles_to_distance,data,data16,distance,duration_min,enabled,event,event_type,garmin_product,heart_rate,intensity,local_timestamp,manufacturer,number,resting_metabolic_rate,serial_number,software_version,steps,stress_level_time,stress_level_value,time_created,timestamp,timestamp_16,type,unknown_0,unknown_1,unknown_2,unknown_253,unknown_3,unknown_37,unknown_38,unknown_4,unknown_6,unknown_7,unknown_8,version
,,,,,,,,,,,,,,4063,,,,garmin,7,,3488215908,,,,,2024-11-19 15:57:00,,,monitoring_b,,,,,,,,,,,,
,,,,,,,,,,,,,,4063,,,,garmin,,,3488215908,3.23,,,,,2024-11-19 15:57:00,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,200,,,,,,,,,
,,"(6, 1)",,,"(0.0394, 0.124)","(1.6016, 2.4024)",,,,,,,,,,,2024-11-19 23:57:00,,,1952,,,,,,,2024-11-19 15:57:00,,,,,,,,,,,,"(7500, 7500)",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(121, 105, 159, 65, 0, 2, 0, 218, 158, 0, 0, 181, 61, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(121, 105, 159, 65, 0, 3, 0, 255, 255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
4,91.0,generic,,0.0,,,,,0.0,1437,,,,,,,,,,,,,,,,,2024-11-19 15:57:00,,,,,,,,,,,,,,
29,675.0,walking,,,,,,,463.67,1437,,,,,,,,,,,,,579,,,,2024-11-19 15:57:00,,,,,,,,,,,,,,
4,105.0,running,,,,,,,78.08,1437,,,,,,,,,,,,,65,,,,2024-11-19 15:57:00,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-19 15:57:00,,,,,,,,0,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,79,,1100966220,,,,,,,,
,,,,,,,,,,,on,,,,,,,,,,,,,,,,,,,,,,1100966220,,,,,,,,
,,,,,,,200,200,,,,78,marker,,,,,,,,,,,,,,2024-11-19 15:57:45,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(121, 105, 159, 65, 3, 0, 132, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(121, 105, 159, 65, 3, 3, 159, 211, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(121, 105, 159, 65, 3, 4, 192, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(121, 105, 159, 65, 3, 5, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(121, 105, 159, 65, 3, 6, 155, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(121, 105, 159, 65, 3, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(121, 105, 159, 65, 3, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(121, 105, 159, 65, 3, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024-11-19 15:58:00,-2,,,,,,,102,,65,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100,,,1100966280,,,,,,,,
,,,,,,,,,,,,,,,101,,,,,,,,,,,,,27016,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(254, 0, 0, 192)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024-11-19 15:59:00,-1,,,,,,,101,,65,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1304,,,1100966340,,,,,,,,
,,,,,,,,,,,,,,,88,,,,,,,,,,,,,27076,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(6, 0, 4, 240)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2024-11-19 16:00:00,55,,,,,,,-40,,65,,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1356,,,1100966400,,,,,,,,
,,,,,,,,,,,,,,,76,,,,,,,,,,,,,27136,,,,,,,,,,,,,
,,sedentary,"(136,)",,,,,,,,,,,,,4,,,,,,,,,,,2024-11-19 16:00:00,,,,,,,,,,,,,,
4,91.0,generic,,0.0,,,,,0.0,1440,,,,,,,,,,,,,,,,,2024-11-19 16:00:00,,,,,,,,,,,,,,
29,675.0,walking,,,,,,,463.67,1440,,,,,,,,,,,,,579,,,,2024-11-19 16:00:00,,,,,,,,,,,,,,
4,105.0,running,,,,,,,78.08,1440,,,,,,,,,,,,,65,,,,2024-11-19 16:00:00,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-19 16:00:00,,,,,,,,0,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,79,,1100966400,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 106, 159, 65, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 106, 159, 65, 7, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",,,,,,,,,
